timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508904.318166,0.008302,0.394154,-0.037244,-0.005111,-0.016027,0.031092,0.007665,-0.384027,-0.923290,-0.016592,0.010782,0.007091
1522508904.338216,0.007541,0.393925,-0.036608,-0.015937,-0.010774,0.015971,0.006963,-0.383816,-0.923383,-0.013479,0.011074,0.008665
1522508904.358266,0.006885,0.393310,-0.036195,-0.027895,-0.007635,0.008352,0.006359,-0.383248,-0.923624,-0.013790,0.008049,0.005975
1522508904.378316,0.006263,0.392336,-0.036006,-0.048539,-0.016277,-0.000368,0.005787,-0.382348,-0.924000,-0.006840,0.007684,0.002537
1522508904.398366,0.005781,0.391189,-0.035936,-0.050750,-0.005608,0.000619,0.005344,-0.381288,-0.924441,-0.002124,0.021318,-0.001356
1522508904.418386,0.005444,0.390034,-0.035720,-0.060626,-0.005613,0.011224,0.005036,-0.380220,-0.924882,0.006637,0.005647,-0.002776
1522508904.438453,0.004980,0.388560,-0.035419,-0.073705,-0.007795,0.011110,0.004609,-0.378856,-0.925444,0.010986,-0.001546,0.000258
1522508904.458503,0.004535,0.387319,-0.035149,-0.052970,-0.016259,0.011360,0.004199,-0.377708,-0.925915,0.017164,0.001777,0.004208
1522508904.478553,0.004100,0.386413,-0.034870,-0.030115,-0.011891,0.016909,0.003798,-0.376868,-0.926259,0.015626,-0.005914,0.009389
1522508904.498603,0.003734,0.385688,-0.034383,-0.033460,-0.013995,0.029742,0.003459,-0.376197,-0.926533,0.015950,-0.007562,0.012105
1522508904.518653,0.003453,0.384857,-0.033698,-0.053157,-0.006571,0.039131,0.003201,-0.375426,-0.926847,0.009846,-0.006913,0.012830
1522508904.538672,0.003621,0.383923,-0.033023,-0.041174,0.018001,0.031616,0.003357,-0.374560,-0.927196,0.008087,0.009311,0.010738
1522508904.558723,0.004232,0.383681,-0.032538,-0.004097,0.034128,0.024399,0.003925,-0.374336,-0.927285,0.010480,0.004722,0.011834
1522508904.578773,0.005120,0.383598,-0.032146,-0.026988,0.043637,0.019837,0.004748,-0.374260,-0.927312,0.006849,-0.011025,0.014745
1522508904.598823,0.006166,0.382957,-0.031986,-0.044345,0.049926,0.002505,0.005720,-0.373665,-0.927546,0.004443,-0.001396,0.004740
1522508904.618873,0.007358,0.382848,-0.032123,0.020029,0.055469,-0.006533,0.006825,-0.373564,-0.927579,0.002696,0.013670,0.004285
1522508904.638923,0.008808,0.383534,-0.032432,0.040781,0.067256,-0.017098,0.008168,-0.374200,-0.927312,-0.006230,0.004418,-0.005320
1522508904.658942,0.010332,0.384779,-0.033176,0.074750,0.059831,-0.042413,0.009577,-0.375354,-0.926832,-0.005777,0.015857,-0.008211
1522508904.678992,0.012343,0.387010,-0.033972,0.106165,0.097365,-0.021986,0.011430,-0.377421,-0.925971,-0.016984,-0.035436,0.004432
1522508904.699042,0.014982,0.384424,-0.034069,-0.268043,0.149422,-0.006679,0.013888,-0.375025,-0.926911,-0.037081,-0.070791,-0.001159
1522508904.719092,0.018126,0.377067,-0.034243,-0.361747,0.163976,-0.023733,0.016852,-0.368195,-0.929596,0.006266,0.009888,0.009857
1522508904.739142,0.021041,0.373158,-0.034687,-0.078129,0.134025,-0.032560,0.019592,-0.364558,-0.930975,0.026642,0.048014,-0.000178
1522508904.759192,0.023060,0.373845,-0.035488,0.048552,0.085338,-0.047100,0.021466,-0.365198,-0.930682,0.012531,0.023538,-0.017651
1522508904.779212,0.024394,0.377209,-0.036428,0.163077,0.075074,-0.049132,0.022677,-0.368327,-0.929420,0.005719,0.030589,-0.000954
1522508904.799262,0.026045,0.380125,-0.037238,0.059432,0.072597,-0.038353,0.024183,-0.371037,-0.928303,0.003359,-0.038601,0.006642
1522508904.819312,0.028300,0.377608,-0.038355,-0.159749,0.094199,-0.043837,0.026303,-0.368698,-0.929177,-0.015332,-0.041092,0.006844
1522508904.839362,0.030560,0.373502,-0.039279,-0.161856,0.079226,-0.050198,0.028448,-0.364878,-0.930621,0.005014,0.005167,0.001742
1522508904.859412,0.032460,0.371068,-0.040352,-0.062613,0.076378,-0.052422,0.030245,-0.362611,-0.931450,0.000196,0.017549,-0.000374
1522508904.879462,0.033867,0.371027,-0.041244,0.010434,0.048929,-0.040838,0.031557,-0.362573,-0.931421,0.003966,0.007730,-0.011542
1522508904.899482,0.034742,0.372856,-0.041858,0.080099,0.046041,-0.019805,0.032349,-0.364277,-0.930729,-0.005432,-0.006298,-0.012341
1522508904.919532,0.035222,0.374449,-0.041943,0.056020,0.016147,0.006892,0.032774,-0.365760,-0.930132,0.003099,-0.022347,-0.014311
1522508904.939582,0.034703,0.374026,-0.041211,-0.066264,-0.033261,0.053073,0.032297,-0.365366,-0.930303,-0.004084,-0.042364,-0.009363
1522508904.959632,0.033665,0.370816,-0.040137,-0.160988,-0.027276,0.027495,0.031371,-0.362376,-0.931504,-0.023085,-0.009297,-0.001068
1522508904.979682,0.033031,0.369104,-0.039050,-0.028173,-0.002167,0.053267,0.030800,-0.360780,-0.932142,-0.010033,0.007310,0.000700
1522508904.999732,0.032629,0.369676,-0.038012,0.033996,-0.011547,0.053928,0.030419,-0.361314,-0.931948,-0.004006,-0.001937,-0.016477
1522508905.019752,0.031878,0.372220,-0.036914,0.150683,-0.016463,0.052957,0.029690,-0.363684,-0.931049,-0.002453,0.012671,-0.014935
1522508905.039802,0.031325,0.377551,-0.036141,0.323085,-0.010568,0.029993,0.029114,-0.368645,-0.929114,0.012252,0.057900,-0.007928
1522508905.059852,0.029575,0.382647,-0.034190,0.118815,-0.062300,0.111781,0.027432,-0.373378,-0.927274,0.024783,-0.091390,-0.017520
1522508905.079902,0.027287,0.379867,-0.032697,-0.180677,-0.092356,0.062993,0.025339,-0.370797,-0.928368,0.008154,-0.029060,-0.010749
1522508905.099952,0.025162,0.377673,-0.030710,-0.047870,-0.064042,0.088752,0.023386,-0.368759,-0.929231,0.019155,0.021866,0.005815
1522508905.120002,0.023494,0.376452,-0.029256,-0.042250,-0.068371,0.062072,0.021846,-0.367623,-0.929718,0.007786,0.003472,-0.001633
1522508905.140052,0.022398,0.376380,-0.028304,-0.017133,-0.049108,0.048292,0.020829,-0.367557,-0.929768,0.003128,0.021014,0.011997
1522508905.160071,0.021491,0.376979,-0.027424,0.007948,-0.030893,0.040941,0.019981,-0.368113,-0.929566,0.001214,0.000514,0.015641
