timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508979.235748,0.125738,0.198697,0.030376,1.112850,-0.038292,-0.041343,0.122940,-0.197392,-0.972585,-0.088363,0.035160,-0.065378
1522508979.255615,0.124863,0.219275,0.028037,1.006774,-0.090488,0.012259,0.121556,-0.217522,-0.968457,-0.067083,0.069359,-0.067249
1522508979.275482,0.124168,0.238095,0.024563,0.924223,-0.065740,-0.074103,0.120355,-0.235852,-0.964307,-0.098855,0.014890,-0.024966
1522508979.295349,0.123353,0.254167,0.020429,0.803974,-0.112991,-0.130314,0.119088,-0.251439,-0.960519,-0.053795,0.036244,-0.006125
1522508979.315216,0.122800,0.268919,0.015878,0.761613,-0.070537,-0.130298,0.118089,-0.265690,-0.956799,-0.030198,-0.009304,0.050625
1522508979.335083,0.123293,0.281479,0.010995,0.532797,-0.034133,-0.177169,0.118141,-0.277776,-0.953354,-0.015831,-0.010767,0.083053
1522508979.354950,0.123747,0.286945,0.006891,0.193294,-0.034916,-0.147025,0.118385,-0.283024,-0.951779,-0.035057,-0.047405,0.078289
1522508979.374817,0.122068,0.287590,0.004659,0.120429,-0.023662,-0.099939,0.116765,-0.283642,-0.951795,-0.059453,-0.073093,0.062284
1522508979.394684,0.120818,0.288145,0.002729,0.042998,-0.060789,-0.117979,0.115555,-0.284174,-0.951784,-0.044907,-0.124304,0.067873
1522508979.414551,0.121267,0.288250,-0.000542,-0.033516,0.006899,-0.179951,0.115979,-0.284275,-0.951702,-0.036114,-0.115643,0.129970
1522508979.434421,0.121894,0.288368,-0.003105,-0.069891,0.014266,-0.103264,0.116572,-0.284388,-0.951596,-0.017344,-0.130453,0.189282
1522508979.454288,0.122576,0.286033,-0.003795,-0.162569,0.036136,-0.021151,0.117302,-0.282148,-0.952173,-0.011742,-0.119890,0.221200
1522508979.474154,0.123271,0.281252,-0.002174,-0.309720,0.072627,0.102936,0.118128,-0.277559,-0.953418,0.006017,-0.069579,0.192905
1522508979.494022,0.124423,0.273471,0.002586,-0.495856,0.144079,0.216422,0.119490,-0.270075,-0.955396,-0.002654,-0.050116,0.111219
1522508979.513889,0.125976,0.259663,0.007086,-0.887631,0.145543,0.049197,0.121431,-0.256755,-0.958818,-0.006883,-0.048772,0.018373
1522508979.533756,0.128041,0.234735,0.007806,-1.479078,0.068977,-0.214924,0.124190,-0.232586,-0.964614,-0.006468,-0.011326,-0.041764
1522508979.553622,0.127473,0.202532,0.007994,-1.614233,-0.082917,-0.112509,0.124530,-0.201150,-0.971613,-0.029773,-0.018836,-0.049780
1522508979.573459,0.119055,0.165462,0.019654,-2.033062,-0.297902,0.581043,0.117152,-0.164708,-0.979360,0.004308,-0.139720,-0.029383
1522508979.593326,0.115707,0.135592,0.039482,-1.249437,0.098518,0.911751,0.114390,-0.135177,-0.984196,-0.026941,0.097503,0.029530
1522508979.613193,0.114330,0.122384,0.061609,-0.606493,0.045666,1.051160,0.113228,-0.122079,-0.986041,0.089440,0.140969,-0.066083
1522508979.633060,0.113515,0.114753,0.082693,-0.459025,0.107750,0.954077,0.112526,-0.114501,-0.987030,0.052345,0.109832,-0.132081
1522508979.652927,0.115287,0.108149,0.100131,-0.639063,0.320928,0.783878,0.114360,-0.107939,-0.987558,0.039632,0.133985,-0.142004
1522508979.672794,0.120181,0.099939,0.112725,-0.233120,0.271275,0.481379,0.119294,-0.099773,-0.987833,0.021148,0.102428,-0.148748
1522508979.692661,0.122654,0.098944,0.123825,-0.514859,0.129602,0.902519,0.121749,-0.098783,-0.987633,0.064042,0.215574,-0.112175
1522508979.712527,0.115971,0.089443,0.147288,-0.435212,-0.199489,0.889666,0.115248,-0.089324,-0.989312,0.025651,0.079314,-0.147757
1522508979.732394,0.115467,0.087011,0.154224,-0.034884,0.074175,0.175950,0.114775,-0.086902,-0.989583,-0.018721,0.469546,-0.089229
1522508979.752261,0.114227,0.087349,0.161887,-0.092149,-0.107443,0.526871,0.113544,-0.087238,-0.989696,0.095730,0.170657,-0.128789
1522508979.772128,0.110534,0.081498,0.175729,-0.563711,-0.118634,0.712921,0.109943,-0.081408,-0.990598,0.023022,0.042330,-0.110903
1522508979.791995,0.106399,0.068758,0.193131,-0.763618,-0.159632,0.862686,0.105948,-0.068704,-0.991995,0.034418,-0.005927,-0.093744
1522508979.811862,0.101717,0.058659,0.212857,-0.458529,-0.179202,0.948180,0.101367,-0.058625,-0.993120,0.053815,0.034913,-0.038694
1522508979.831729,0.097934,0.057189,0.227350,0.050435,-0.098698,0.524717,0.097617,-0.057158,-0.993581,0.013452,0.171110,0.046529
1522508979.851596,0.095696,0.064726,0.235951,0.396784,-0.108655,0.460408,0.095350,-0.064681,-0.993340,0.042178,0.003752,0.117608
1522508979.871463,0.093762,0.071080,0.243593,0.236174,-0.040689,0.378864,0.093388,-0.071020,-0.993094,0.001064,-0.034861,0.164114
1522508979.891330,0.092754,0.076179,0.249352,0.234998,-0.038840,0.267139,0.092353,-0.076105,-0.992814,-0.002753,-0.083807,0.183335
1522508979.911197,0.091827,0.081322,0.252866,0.241273,-0.022998,0.159694,0.091395,-0.081232,-0.992496,-0.018534,-0.106848,0.194004
1522508979.931033,0.091477,0.086546,0.254393,0.264740,-0.009123,0.064343,0.091008,-0.086438,-0.992092,-0.023823,-0.085880,0.217449
1522508979.950900,0.091553,0.091318,0.253022,0.210123,0.008125,-0.121390,0.091045,-0.091191,-0.991663,-0.027980,-0.059062,0.236490
1522508979.970767,0.092249,0.094759,0.248287,0.197476,0.008680,-0.278392,0.091705,-0.094617,-0.991281,-0.028854,-0.070865,0.215585
1522508979.990633,0.093604,0.096411,0.239794,0.028768,0.015171,-0.505548,0.093033,-0.096262,-0.990999,-0.041413,-0.075781,0.158479
1522508980.010501,0.094294,0.093791,0.228332,-0.172025,-0.024367,-0.621075,0.093740,-0.093654,-0.991182,-0.043875,-0.135030,0.045808
1522508980.030368,0.094899,0.087438,0.214012,-0.250161,-0.055512,-0.805653,0.094395,-0.087326,-0.991697,-0.038303,-0.044143,-0.020555
1522508980.050235,0.094481,0.084380,0.198865,0.057248,-0.122144,-0.710015,0.094005,-0.084280,-0.991998,0.001484,0.019827,-0.045096
1522508980.070101,0.091081,0.088142,0.186791,0.324218,-0.284140,-0.505642,0.090602,-0.088028,-0.991989,0.056660,0.049454,-0.093674
1522508980.089969,0.084758,0.093620,0.176998,0.312589,-0.386952,-0.472649,0.084286,-0.093483,-0.992047,0.028126,0.077843,-0.123951
1522508980.109836,0.077363,0.098248,0.167806,0.198013,-0.441394,-0.434187,0.076913,-0.098090,-0.992201,0.003928,0.048422,-0.127184
1522508980.129703,0.069544,0.100222,0.157434,0.125236,-0.415508,-0.526853,0.069139,-0.100054,-0.992577,0.053877,0.078051,-0.120323
1522508980.149570,0.063906,0.100052,0.147915,-0.003374,-0.341488,-0.444712,0.063543,-0.099885,-0.992968,0.058313,0.017259,-0.149229
1522508980.169437,0.058899,0.098319,0.140269,-0.080426,-0.249823,-0.339379,0.058581,-0.098160,-0.993445,0.062025,0.010590,-0.162454
1522508980.189304,0.056329,0.097715,0.136209,0.045159,-0.071466,-0.111407,0.056031,-0.097559,-0.993651,0.020065,0.063853,-0.159517
1522508980.209171,0.057352,0.100760,0.136253,0.185324,0.121826,0.047914,0.057029,-0.100589,-0.993292,-0.049614,0.084369,-0.137476
1522508980.229037,0.061652,0.103004,0.136838,0.043336,0.278927,0.005566,0.061286,-0.102822,-0.992810,-0.107642,0.021691,-0.092334
1522508980.248904,0.068650,0.102463,0.135720,-0.049256,0.372093,-0.085891,0.068236,-0.102284,-0.992412,-0.127349,0.043370,-0.048970
1522508980.268771,0.076273,0.101040,0.133143,-0.069010,0.356729,-0.163383,0.075810,-0.100868,-0.992007,-0.127003,0.119972,-0.045377
1522508980.288608,0.082426,0.101295,0.129343,0.103822,0.242496,-0.213312,0.081910,-0.101122,-0.991496,-0.079866,0.192140,-0.056355
1522508980.308475,0.086004,0.105043,0.123884,0.253182,0.095900,-0.277265,0.085425,-0.104850,-0.990812,-0.019324,0.190207,-0.060472
1522508980.328341,0.087340,0.109929,0.117885,0.263342,0.002859,-0.270864,0.086702,-0.109708,-0.990175,0.008635,0.168180,-0.045027
1522508980.348209,0.085288,0.112651,0.113580,0.190455,-0.109889,-0.147440,0.084644,-0.112412,-0.990050,0.028469,0.071900,-0.022356
1522508980.368076,0.079947,0.110555,0.112360,0.145302,-0.164561,-0.018757,0.079375,-0.110330,-0.990720,0.028475,0.016900,0.023695
1522508980.387943,0.074749,0.106754,0.112437,0.193958,-0.226152,0.013721,0.074255,-0.106552,-0.991531,0.014200,0.000656,0.052550
1522508980.407809,0.070072,0.105826,0.112751,0.333202,-0.259097,0.047349,0.069623,-0.105628,-0.991965,-0.000150,-0.008813,0.085425
1522508980.427675,0.063279,0.106721,0.117438,0.060693,-0.436441,0.302507,0.062877,-0.106518,-0.992321,0.046635,-0.114322,0.109890
1522508980.447553,0.060478,0.107877,0.118803,0.110538,-0.089984,-0.041481,0.060089,-0.107668,-0.992369,-0.107315,-0.015623,0.164687
1522508980.467420,0.059390,0.110513,0.117878,0.104409,-0.074869,0.031306,0.058993,-0.110288,-0.992147,-0.015200,-0.063662,0.163412
1522508980.487287,0.057751,0.108336,0.121607,-0.154814,-0.052274,0.131224,0.057380,-0.108124,-0.992480,-0.008049,-0.104828,0.174105
1522508980.507154,0.057129,0.106880,0.122419,0.002666,-0.014771,0.016272,0.056772,-0.106677,-0.992672,-0.042276,-0.029965,0.184002
1522508980.527021,0.056725,0.109351,0.123254,0.159941,-0.005773,0.062673,0.056356,-0.109133,-0.992428,0.005915,-0.047819,0.163968
1522508980.546888,0.056782,0.112365,0.124867,0.131286,0.016593,0.112498,0.056393,-0.112129,-0.992092,-0.035703,-0.090722,0.116619
1522508980.566755,0.056885,0.114612,0.127542,0.084416,0.031262,0.150289,0.056481,-0.114361,-0.991832,-0.043496,-0.093005,0.082531
1522508980.586622,0.057494,0.114932,0.130641,-0.053005,0.066457,0.153182,0.057083,-0.114679,-0.991761,-0.055465,-0.093207,0.065202
1522508980.606489,0.058810,0.112801,0.133613,-0.127537,0.091454,0.136750,0.058403,-0.112562,-0.991927,-0.050682,-0.068102,0.052733
1522508980.626356,0.060545,0.111150,0.136314,-0.070276,0.107993,0.126748,0.060134,-0.110921,-0.992008,-0.035476,-0.041636,0.030109
